,datetime,user,action,pc
2073,2018-01-11 09:20:02,usr-zbg,login,pc92
2074,2018-01-11 09:23:59,usr-ram,login,pc8
2075,2018-01-11 09:24:09,usr-csr,login,pc86
2076,2018-01-11 09:26:45,usr-pkd,login,pc97
2077,2018-01-11 09:27:04,usr-kaa,login,pc7
2078,2018-01-11 09:27:20,usr-idz,login,pc89
2079,2018-01-11 09:28:11,usr-ihi,login,pc44
2080,2018-01-11 09:28:13,usr-cef,login,pc77
2081,2018-01-11 09:28:48,usr-ufr,login,pc40
2082,2018-01-11 09:29:04,usr-huz,login,pc56
2083,2018-01-11 09:30:24,usr-svn,login,pc68
2084,2018-01-11 09:31:40,usr-rtz,login,pc38
2085,2018-01-11 09:34:00,usr-rjr,login,pc96
2086,2018-01-11 09:34:43,usr-knz,login,pc50
2087,2018-01-11 09:35:41,usr-snf,login,pc93
2088,2018-01-11 09:35:41,usr-lpx,login,pc24
2089,2018-01-11 09:36:47,usr-jat,login,pc90
2090,2018-01-11 09:38:55,usr-rhm,login,pc29
2091,2018-01-11 09:41:05,usr-kbn,login,pc83
2092,2018-01-11 09:41:19,usr-lnl,login,pc37
2093,2018-01-11 09:44:52,usr-ohq,login,pc57
2094,2018-01-11 09:46:56,usr-lhv,login,pc11
2095,2018-01-11 09:49:16,usr-ayg,login,pc28
2096,2018-01-11 09:51:32,usr-fvi,login,pc47
2097,2018-01-11 09:54:50,usr-vun,login,pc59
2098,2018-01-11 11:37:23,usr-bpl,login,pc35
2099,2018-01-11 12:48:22,usr-ywt,login,pc66
2100,2018-01-11 14:06:48,usr-mvs,logoff,pc58
2101,2018-01-11 14:08:31,usr-cef,logoff,pc77
2102,2018-01-11 14:18:20,usr-kdj,logoff,pc80
2103,2018-01-11 14:25:28,usr-knz,logoff,pc50
2104,2018-01-11 14:32:08,usr-rjr,logoff,pc96
2105,2018-01-11 14:51:36,usr-pkd,logoff,pc97
2106,2018-01-11 14:52:02,usr-lhv,logoff,pc11
2107,2018-01-11 15:02:28,usr-csr,logoff,pc86
2108,2018-01-11 15:08:54,usr-kng,logoff,pc73
2109,2018-01-11 15:14:32,usr-phx,logoff,pc19
2110,2018-01-11 15:15:16,usr-xwq,logoff,pc15
2111,2018-01-11 15:19:49,usr-qms,logoff,pc18
2112,2018-01-11 15:23:51,usr-rud,logoff,pc13
2113,2018-01-11 15:24:07,usr-zhs,logoff,pc6
2114,2018-01-11 15:28:02,usr-dpa,logoff,pc3
2115,2018-01-11 15:42:51,usr-bsg,logoff,pc64
2116,2018-01-11 15:45:59,usr-fvh,logoff,pc94
2117,2018-01-11 15:46:36,usr-tyw,logoff,pc81
2118,2018-01-11 15:48:37,usr-zbg,logoff,pc92
2119,2018-01-11 15:50:17,usr-ffq,logoff,pc27
2120,2018-01-11 15:51:20,usr-nqv,logoff,pc16
2121,2018-01-11 15:57:10,usr-awo,logoff,pc5
2122,2018-01-11 15:59:15,usr-mja,logoff,pc71
2123,2018-01-11 16:05:09,usr-tsz,logoff,pc85
2124,2018-01-11 16:15:06,usr-slo,logoff,pc30
2125,2018-01-11 16:20:12,usr-aoa,logoff,pc43
2126,2018-01-11 16:20:29,usr-vrt,logoff,pc31
2127,2018-01-11 16:27:19,usr-cil,logoff,pc87
2128,2018-01-11 16:28:03,usr-bjw,logoff,pc25
2129,2018-01-11 16:51:49,usr-jeg,logoff,pc60
2130,2018-01-11 16:52:27,usr-rhc,logoff,pc76
2131,2018-01-11 17:00:53,usr-kaa,logoff,pc7
2132,2018-01-11 17:02:31,usr-ibv,logoff,pc42
2133,2018-01-11 17:02:54,usr-sof,logoff,pc65
2134,2018-01-11 17:04:24,usr-ufr,logoff,pc40
2135,2018-01-11 17:04:51,usr-cnd,logoff,pc91
2136,2018-01-11 17:05:41,usr-kba,logoff,pc98
2137,2018-01-11 17:09:40,usr-huz,logoff,pc56
2138,2018-01-11 17:09:54,usr-snf,logoff,pc93
2139,2018-01-11 17:12:39,usr-idz,logoff,pc89
2140,2018-01-11 17:12:57,usr-xqz,logoff,pc33
2141,2018-01-11 17:19:31,usr-kbn,logoff,pc83
2142,2018-01-11 17:22:16,usr-fvi,logoff,pc47
2143,2018-01-11 17:26:10,usr-lpx,logoff,pc24
2144,2018-01-11 17:27:43,usr-idp,logoff,pc1
2145,2018-01-11 17:31:04,usr-jat,logoff,pc90
2146,2018-01-11 17:32:19,usr-ram,logoff,pc8
2147,2018-01-11 17:34:53,usr-rtz,logoff,pc38
2148,2018-01-11 17:37:41,usr-vun,logoff,pc59
2149,2018-01-11 17:44:14,usr-mgl,logoff,pc67
2150,2018-01-11 17:48:19,usr-ohq,logoff,pc57
2151,2018-01-11 17:53:54,usr-lnl,logoff,pc37
2152,2018-01-11 17:55:31,usr-ihi,logoff,pc44
2153,2018-01-11 17:56:34,usr-svn,logoff,pc68
2154,2018-01-11 18:19:48,usr-oja,logoff,pc12
2155,2018-01-11 18:20:41,usr-jcc,logoff,pc61
2156,2018-01-11 18:31:00,usr-tqi,logoff,pc79
2157,2018-01-11 18:31:02,usr-jxf,logoff,pc62
2158,2018-01-11 18:45:54,usr-esr,logoff,pc82
2159,2018-01-11 18:46:44,usr-yfq,logoff,pc23
2160,2018-01-11 18:52:33,usr-kzs,logoff,pc72
2161,2018-01-11 18:53:59,usr-yrg,logoff,pc34
2162,2018-01-11 19:01:07,usr-srd,logoff,pc88
2163,2018-01-11 19:06:35,usr-tss,logoff,pc26
2164,2018-01-11 19:18:05,usr-czr,logoff,pc41
2165,2018-01-11 19:28:29,usr-rgi,logoff,pc78
2166,2018-01-11 19:46:55,usr-qpa,logoff,pc70
2167,2018-01-11 19:56:39,usr-qvn,logoff,pc55
2168,2018-01-11 19:59:48,usr-gtn,logoff,pc52
2169,2018-01-11 20:05:09,usr-vrp,logoff,pc75
2170,2018-01-11 20:14:17,usr-wyv,logoff,pc21
2171,2018-01-11 20:17:40,usr-ywt,logoff,pc66
2172,2018-01-11 20:26:32,usr-xjd,logoff,pc14
2173,2018-01-11 20:37:00,usr-bxf,logoff,pc54
2174,2018-01-11 20:45:25,usr-mnt,logoff,pc4
2175,2018-01-11 20:52:57,usr-dix,logoff,pc51
2176,2018-01-11 21:02:16,usr-jow,logoff,pc48
2177,2018-01-11 21:04:03,usr-zee,logoff,pc84
2178,2018-01-11 21:07:45,usr-jxt,logoff,pc99
2179,2018-01-11 21:17:14,usr-dmr,logoff,pc74
2180,2018-01-11 21:20:00,usr-gqn,logoff,pc36
2181,2018-01-11 21:31:52,usr-pdv,logoff,pc69
2182,2018-01-11 22:01:20,usr-pum,logoff,pc2
2183,2018-01-11 22:11:34,usr-tfl,logoff,pc45
2184,2018-01-11 22:17:05,usr-ota,logoff,pc39
2185,2018-01-11 22:18:35,usr-bpl,logoff,pc35
2186,2018-01-11 22:28:55,usr-jsp,logoff,pc17
2187,2018-01-11 22:36:42,usr-esz,logoff,pc0
2188,2018-01-11 22:46:53,usr-pda,logoff,pc49
2189,2018-01-11 22:48:00,usr-nvf,logoff,pc20
2190,2018-01-11 22:48:16,usr-ayg,logoff,pc28
2191,2018-01-11 22:50:23,usr-iea,logoff,pc63
2192,2018-01-11 23:00:40,usr-amz,logoff,pc32
2193,2018-01-11 23:08:31,usr-cov,logoff,pc22
2194,2018-01-11 23:11:29,usr-nxa,logoff,pc9
2195,2018-01-11 23:21:05,usr-rhm,logoff,pc29
2196,2018-01-11 23:34:06,usr-aha,logoff,pc53
2197,2018-01-11 23:37:40,usr-ffi,logoff,pc46
2198,2018-01-11 23:51:08,usr-yop,logoff,pc10
2199,2018-01-11 23:54:03,usr-dnm,logoff,pc95
2200,2018-01-12 00:45:08,usr-esz,login,pc0
2201,2018-01-12 00:46:41,usr-yop,login,pc10
2202,2018-01-12 01:10:37,usr-phx,login,pc19
2203,2018-01-12 01:25:36,usr-srd,login,pc88
2204,2018-01-12 01:37:19,usr-amz,login,pc32
2205,2018-01-12 01:57:59,usr-ywt,login,pc66
2206,2018-01-12 02:01:36,usr-rgi,login,pc78
2207,2018-01-12 02:05:46,usr-vrp,login,pc75
2208,2018-01-12 02:15:20,usr-jsp,login,pc17
2209,2018-01-12 02:15:20,usr-iea,login,pc63
2210,2018-01-12 02:48:38,usr-mnt,login,pc4
2211,2018-01-12 03:25:43,usr-rhm,login,pc29
2212,2018-01-12 03:40:29,usr-wyv,login,pc21
2213,2018-01-12 03:56:09,usr-gqn,login,pc36
2214,2018-01-12 04:03:40,usr-rhc,login,pc76
2215,2018-01-12 04:06:41,usr-yfq,login,pc23
2216,2018-01-12 04:08:36,usr-zee,login,pc84
2217,2018-01-12 04:09:44,usr-nvf,login,pc20
2218,2018-01-12 04:10:07,usr-bjw,login,pc25
2219,2018-01-12 04:11:20,usr-cil,login,pc87
2220,2018-01-12 04:14:02,usr-bsg,login,pc64
2221,2018-01-12 04:23:53,usr-jxt,login,pc99
2222,2018-01-12 04:24:54,usr-dmr,login,pc74
2223,2018-01-12 04:26:04,usr-dpa,login,pc3
2224,2018-01-12 04:45:10,usr-tfl,login,pc45
2225,2018-01-12 04:46:26,usr-qpa,login,pc70
2226,2018-01-12 04:48:26,usr-pdv,login,pc69
2227,2018-01-12 04:48:32,usr-jow,login,pc48
2228,2018-01-12 04:49:30,usr-qvn,login,pc55
2229,2018-01-12 04:53:11,usr-pda,login,pc49
2230,2018-01-12 04:54:56,usr-oja,login,pc12
2231,2018-01-12 05:19:38,usr-tss,login,pc26
2232,2018-01-12 05:25:59,usr-xjd,login,pc14
2233,2018-01-12 05:31:32,usr-ota,login,pc39
2234,2018-01-12 05:37:06,usr-tqi,login,pc79
2235,2018-01-12 05:37:30,usr-aha,login,pc53
2236,2018-01-12 05:57:55,usr-tyw,login,pc81
2237,2018-01-12 05:58:01,usr-yrg,login,pc34
2238,2018-01-12 06:10:03,usr-dnm,login,pc95
2239,2018-01-12 06:11:26,usr-jcc,login,pc61
2240,2018-01-12 06:12:47,usr-jeg,login,pc60
2241,2018-01-12 06:12:50,usr-kzs,login,pc72
2242,2018-01-12 06:13:07,usr-mvs,login,pc58
2243,2018-01-12 06:15:30,usr-bxf,login,pc54
2244,2018-01-12 06:19:58,usr-pum,login,pc2
2245,2018-01-12 06:25:15,usr-tsz,login,pc85
2246,2018-01-12 06:30:24,usr-slo,login,pc30
2247,2018-01-12 06:37:37,usr-xwq,login,pc15
2248,2018-01-12 06:43:19,usr-jxf,login,pc62
2249,2018-01-12 06:52:14,usr-cov,login,pc22
2250,2018-01-12 06:53:52,usr-czr,login,pc41
2251,2018-01-12 06:55:34,usr-vrt,login,pc31
2252,2018-01-12 06:55:56,usr-zhs,login,pc6
2253,2018-01-12 07:12:53,usr-esr,login,pc82
2254,2018-01-12 07:15:53,usr-idp,login,pc1
2255,2018-01-12 07:20:53,usr-cnd,login,pc91
2256,2018-01-12 07:32:50,usr-qms,login,pc18
2257,2018-01-12 07:37:18,usr-aoa,login,pc43
2258,2018-01-12 07:43:01,usr-gtn,login,pc52
2259,2018-01-12 07:48:53,usr-ayg,login,pc28
2260,2018-01-12 07:54:02,usr-sof,login,pc65
2261,2018-01-12 08:16:33,usr-kng,login,pc73
2262,2018-01-12 08:31:57,usr-cef,login,pc77
2263,2018-01-12 08:35:39,usr-mja,login,pc71
2264,2018-01-12 08:41:44,usr-pkd,login,pc97
2265,2018-01-12 08:44:49,usr-dix,login,pc51
2266,2018-01-12 08:46:48,usr-fvh,login,pc94
2267,2018-01-12 08:50:47,usr-zbg,login,pc92
2268,2018-01-12 09:09:22,usr-snf,login,pc93
2269,2018-01-12 09:10:11,usr-lpx,login,pc24
2270,2018-01-12 09:11:06,usr-vun,login,pc59
2271,2018-01-12 09:12:26,usr-awo,login,pc5
2272,2018-01-12 09:14:33,usr-kba,login,pc98
2273,2018-01-12 09:15:49,usr-rud,login,pc13
2274,2018-01-12 09:16:09,usr-kaa,login,pc7
2275,2018-01-12 09:17:41,usr-idz,login,pc89
2276,2018-01-12 09:19:27,usr-kbn,login,pc83
2277,2018-01-12 09:19:44,usr-rtz,login,pc38
2278,2018-01-12 09:19:46,usr-jat,login,pc90
2279,2018-01-12 09:20:12,usr-fvi,login,pc47
2280,2018-01-12 09:21:27,usr-mgl,login,pc67
2281,2018-01-12 09:23:24,usr-ffq,login,pc27
2282,2018-01-12 09:25:24,usr-rjr,login,pc96
2283,2018-01-12 09:25:36,usr-ufr,login,pc40
2284,2018-01-12 09:26:04,usr-xqz,login,pc33
2285,2018-01-12 09:26:53,usr-ram,login,pc8
2286,2018-01-12 09:27:02,usr-svn,login,pc68
2287,2018-01-12 09:29:47,usr-ibv,login,pc42
2288,2018-01-12 09:30:44,usr-knz,login,pc50
2289,2018-01-12 09:30:54,usr-ohq,login,pc57
2290,2018-01-12 09:31:58,usr-huz,login,pc56
2291,2018-01-12 09:36:02,usr-nqv,login,pc16
2292,2018-01-12 09:46:03,usr-kdj,login,pc80
2293,2018-01-12 09:46:44,usr-ihi,login,pc44
2294,2018-01-12 09:47:20,usr-lnl,login,pc37
2295,2018-01-12 09:50:49,usr-lhv,login,pc11
2296,2018-01-12 09:55:22,usr-csr,login,pc86
2297,2018-01-12 10:47:05,usr-ffi,login,pc46
2298,2018-01-12 11:10:04,usr-bpl,login,pc35
2299,2018-01-12 12:40:48,usr-nxa,login,pc9
2300,2018-01-12 14:09:39,usr-csr,logoff,pc86
2301,2018-01-12 14:14:02,usr-rud,logoff,pc13
2302,2018-01-12 14:21:49,usr-kdj,logoff,pc80
2303,2018-01-12 14:23:05,usr-awo,logoff,pc5
2304,2018-01-12 14:40:29,usr-knz,logoff,pc50
2305,2018-01-12 14:46:07,usr-kng,logoff,pc73
2306,2018-01-12 14:53:23,usr-fvh,logoff,pc94
2307,2018-01-12 14:56:00,usr-cef,logoff,pc77
2308,2018-01-12 15:01:37,usr-ffq,logoff,pc27
2309,2018-01-12 15:03:31,usr-tsz,logoff,pc85
2310,2018-01-12 15:05:05,usr-rjr,logoff,pc96
2311,2018-01-12 15:10:39,usr-slo,logoff,pc30
2312,2018-01-12 15:11:28,usr-jeg,logoff,pc60
2313,2018-01-12 15:14:32,usr-zhs,logoff,pc6
2314,2018-01-12 15:21:54,usr-nqv,logoff,pc16
2315,2018-01-12 15:23:39,usr-idp,logoff,pc1
2316,2018-01-12 15:27:00,usr-mja,logoff,pc71
2317,2018-01-12 15:29:32,usr-lhv,logoff,pc11
2318,2018-01-12 15:39:20,usr-pkd,logoff,pc97
2319,2018-01-12 15:43:29,usr-rhc,logoff,pc76
2320,2018-01-12 15:50:11,usr-vrt,logoff,pc31
2321,2018-01-12 15:50:21,usr-qms,logoff,pc18
2322,2018-01-12 15:53:41,usr-tyw,logoff,pc81
2323,2018-01-12 15:55:40,usr-zbg,logoff,pc92
2324,2018-01-12 15:58:26,usr-xwq,logoff,pc15
2325,2018-01-12 16:13:17,usr-dpa,logoff,pc3
2326,2018-01-12 16:20:52,usr-cil,logoff,pc87
2327,2018-01-12 16:22:08,usr-bsg,logoff,pc64
2328,2018-01-12 16:59:46,usr-bjw,logoff,pc25
2329,2018-01-12 17:02:19,usr-kba,logoff,pc98
2330,2018-01-12 17:07:38,usr-xqz,logoff,pc33
2331,2018-01-12 17:11:31,usr-vun,logoff,pc59
2332,2018-01-12 17:12:44,usr-mgl,logoff,pc67
2333,2018-01-12 17:16:05,usr-ohq,logoff,pc57
2334,2018-01-12 17:19:19,usr-lpx,logoff,pc24
2335,2018-01-12 17:20:53,usr-snf,logoff,pc93
2336,2018-01-12 17:21:15,usr-rtz,logoff,pc38
2337,2018-01-12 17:22:03,usr-ihi,logoff,pc44
2338,2018-01-12 17:24:23,usr-ufr,logoff,pc40
2339,2018-01-12 17:25:25,usr-jat,logoff,pc90
2340,2018-01-12 17:32:22,usr-lnl,logoff,pc37
2341,2018-01-12 17:33:38,usr-xjd,logoff,pc14
2342,2018-01-12 17:35:01,usr-svn,logoff,pc68
2343,2018-01-12 17:36:08,usr-idz,logoff,pc89
2344,2018-01-12 17:38:39,usr-kaa,logoff,pc7
2345,2018-01-12 17:44:56,usr-huz,logoff,pc56
2346,2018-01-12 17:45:04,usr-fvi,logoff,pc47
2347,2018-01-12 17:45:46,usr-ibv,logoff,pc42
2348,2018-01-12 17:51:33,usr-pum,logoff,pc2
2349,2018-01-12 17:52:08,usr-kbn,logoff,pc83
2350,2018-01-12 17:54:14,usr-ram,logoff,pc8
2351,2018-01-12 18:12:12,usr-vrp,logoff,pc75
2352,2018-01-12 18:15:54,usr-jow,logoff,pc48
2353,2018-01-12 18:17:27,usr-jxt,logoff,pc99
2354,2018-01-12 18:22:38,usr-zee,logoff,pc84
2355,2018-01-12 18:32:31,usr-mvs,logoff,pc58
2356,2018-01-12 18:52:52,usr-qpa,logoff,pc70
2357,2018-01-12 18:56:27,usr-jxf,logoff,pc62
2358,2018-01-12 19:00:48,usr-aoa,logoff,pc43
2359,2018-01-12 19:01:33,usr-bpl,logoff,pc35
2360,2018-01-12 19:05:25,usr-iea,logoff,pc63
2361,2018-01-12 19:10:33,usr-rhm,logoff,pc29
2362,2018-01-12 19:27:10,usr-cnd,logoff,pc91
2363,2018-01-12 19:31:57,usr-yfq,logoff,pc23
2364,2018-01-12 19:37:17,usr-pdv,logoff,pc69
2365,2018-01-12 19:49:35,usr-rgi,logoff,pc78
2366,2018-01-12 19:51:52,usr-aha,logoff,pc53
2367,2018-01-12 20:04:27,usr-dnm,logoff,pc95
2368,2018-01-12 20:09:10,usr-cov,logoff,pc22
2369,2018-01-12 20:10:56,usr-tfl,logoff,pc45
2370,2018-01-12 20:13:06,usr-nxa,logoff,pc9
2371,2018-01-12 20:28:12,usr-ota,logoff,pc39
2372,2018-01-12 20:35:01,usr-jsp,logoff,pc17
2373,2018-01-12 20:49:29,usr-tss,logoff,pc26
2374,2018-01-12 20:51:22,usr-gqn,logoff,pc36
2375,2018-01-12 20:57:32,usr-gtn,logoff,pc52
2376,2018-01-12 21:04:24,usr-srd,logoff,pc88
2377,2018-01-12 21:07:14,usr-jcc,logoff,pc61
2378,2018-01-12 21:17:01,usr-esz,logoff,pc0
2379,2018-01-12 21:18:03,usr-czr,logoff,pc41
2380,2018-01-12 21:18:11,usr-dix,logoff,pc51
2381,2018-01-12 21:21:10,usr-sof,logoff,pc65
2382,2018-01-12 21:26:44,usr-esr,logoff,pc82
2383,2018-01-12 21:37:01,usr-bxf,logoff,pc54
2384,2018-01-12 21:39:21,usr-ywt,logoff,pc66
2385,2018-01-12 21:45:19,usr-dmr,logoff,pc74
2386,2018-01-12 21:58:40,usr-yrg,logoff,pc34
2387,2018-01-12 22:08:59,usr-amz,logoff,pc32
2388,2018-01-12 22:11:53,usr-tqi,logoff,pc79
2389,2018-01-12 22:19:00,usr-ffi,logoff,pc46
2390,2018-01-12 22:21:59,usr-qvn,logoff,pc55
2391,2018-01-12 22:47:55,usr-wyv,logoff,pc21
2392,2018-01-12 22:52:34,usr-kzs,logoff,pc72
2393,2018-01-12 22:59:16,usr-ayg,logoff,pc28
2394,2018-01-12 23:12:37,usr-nvf,logoff,pc20
2395,2018-01-12 23:24:59,usr-oja,logoff,pc12
2396,2018-01-12 23:46:29,usr-phx,logoff,pc19
2397,2018-01-12 23:54:18,usr-yop,logoff,pc10
2398,2018-01-12 23:55:35,usr-mnt,logoff,pc4
2399,2018-01-12 23:56:17,usr-pda,logoff,pc49
2400,2018-01-13 00:00:39,usr-ayg,login,pc28
2401,2018-01-13 00:30:24,usr-esz,login,pc0
2402,2018-01-13 00:37:52,usr-kzs,login,pc72
2403,2018-01-13 00:41:55,usr-dnm,login,pc95
2404,2018-01-13 01:27:49,usr-ywt,login,pc66
2405,2018-01-13 01:41:46,usr-ota,login,pc39
2406,2018-01-13 01:51:29,usr-pum,login,pc2
2407,2018-01-13 02:05:33,usr-srd,login,pc88
2408,2018-01-13 02:08:00,usr-dix,login,pc51
2409,2018-01-13 02:12:29,usr-esr,login,pc82
2410,2018-01-13 02:24:42,usr-yop,login,pc10
2411,2018-01-13 03:00:32,usr-amz,login,pc32
2412,2018-01-13 03:01:23,usr-jsp,login,pc17
2413,2018-01-13 03:04:13,usr-gtn,login,pc52
2414,2018-01-13 03:55:02,usr-wyv,login,pc21
2415,2018-01-13 04:06:12,usr-czr,login,pc41
2416,2018-01-13 04:15:33,usr-zhs,login,pc6
2417,2018-01-13 04:20:00,usr-yrg,login,pc34
2418,2018-01-13 04:20:44,usr-jow,login,pc48
2419,2018-01-13 04:26:06,usr-yfq,login,pc23
2420,2018-01-13 04:37:57,usr-bjw,login,pc25
2421,2018-01-13 04:40:50,usr-tqi,login,pc79
2422,2018-01-13 04:45:41,usr-bpl,login,pc35
2423,2018-01-13 04:49:33,usr-tss,login,pc26
2424,2018-01-13 05:01:41,usr-rgi,login,pc78
2425,2018-01-13 05:04:57,usr-idp,login,pc1
2426,2018-01-13 05:06:12,usr-jcc,login,pc61
2427,2018-01-13 05:07:02,usr-nvf,login,pc20
2428,2018-01-13 05:11:34,usr-jeg,login,pc60
2429,2018-01-13 05:11:42,usr-jxt,login,pc99
2430,2018-01-13 05:12:56,usr-vrp,login,pc75
2431,2018-01-13 05:17:36,usr-tfl,login,pc45
2432,2018-01-13 05:20:17,usr-pdv,login,pc69
2433,2018-01-13 05:20:25,usr-xwq,login,pc15
2434,2018-01-13 05:30:21,usr-bsg,login,pc64
2435,2018-01-13 05:32:57,usr-mnt,login,pc4
2436,2018-01-13 05:35:01,usr-xjd,login,pc14
2437,2018-01-13 05:46:25,usr-qpa,login,pc70
2438,2018-01-13 05:47:04,usr-aoa,login,pc43
2439,2018-01-13 05:47:17,usr-aha,login,pc53
2440,2018-01-13 05:55:18,usr-rhc,login,pc76
2441,2018-01-13 05:57:37,usr-tsz,login,pc85
2442,2018-01-13 06:04:30,usr-zee,login,pc84
2443,2018-01-13 06:07:42,usr-dpa,login,pc3
2444,2018-01-13 06:15:25,usr-dmr,login,pc74
2445,2018-01-13 06:18:49,usr-tyw,login,pc81
2446,2018-01-13 06:20:45,usr-jxf,login,pc62
2447,2018-01-13 06:23:02,usr-cil,login,pc87
2448,2018-01-13 06:28:07,usr-ffi,login,pc46
2449,2018-01-13 06:28:26,usr-pda,login,pc49
2450,2018-01-13 06:32:00,usr-vrt,login,pc31
2451,2018-01-13 06:54:19,usr-oja,login,pc12
2452,2018-01-13 06:57:29,usr-sof,login,pc65
2453,2018-01-13 06:58:18,usr-slo,login,pc30
2454,2018-01-13 06:58:26,usr-nxa,login,pc9
2455,2018-01-13 06:58:37,usr-cnd,login,pc91
2456,2018-01-13 07:06:18,usr-phx,login,pc19
2457,2018-01-13 07:37:09,usr-mvs,login,pc58
2458,2018-01-13 07:40:47,usr-qms,login,pc18
2459,2018-01-13 08:22:34,usr-kdj,login,pc80
2460,2018-01-13 08:37:10,usr-ffq,login,pc27
2461,2018-01-13 08:38:59,usr-awo,login,pc5
2462,2018-01-13 08:46:31,usr-zbg,login,pc92
2463,2018-01-13 08:58:47,usr-pkd,login,pc97
2464,2018-01-13 09:03:02,usr-kba,login,pc98
2465,2018-01-13 09:03:25,usr-nqv,login,pc16
2466,2018-01-13 09:05:39,usr-lnl,login,pc37
2467,2018-01-13 09:06:11,usr-ibv,login,pc42
2468,2018-01-13 09:06:39,usr-ohq,login,pc57
2469,2018-01-13 09:07:23,usr-lhv,login,pc11
2470,2018-01-13 09:07:28,usr-csr,login,pc86
2471,2018-01-13 09:09:32,usr-lpx,login,pc24
2472,2018-01-13 09:11:11,usr-huz,login,pc56
2473,2018-01-13 09:12:28,usr-ufr,login,pc40
2474,2018-01-13 09:15:27,usr-qvn,login,pc55
2475,2018-01-13 09:18:28,usr-vun,login,pc59
2476,2018-01-13 09:20:10,usr-rud,login,pc13
2477,2018-01-13 09:20:34,usr-svn,login,pc68
2478,2018-01-13 09:20:51,usr-kaa,login,pc7
2479,2018-01-13 09:23:59,usr-knz,login,pc50
2480,2018-01-13 09:24:39,usr-rtz,login,pc38
2481,2018-01-13 09:27:38,usr-mgl,login,pc67
2482,2018-01-13 09:31:12,usr-kng,login,pc73
2483,2018-01-13 09:36:11,usr-ram,login,pc8
2484,2018-01-13 09:36:41,usr-fvi,login,pc47
2485,2018-01-13 09:40:50,usr-gqn,login,pc36
2486,2018-01-13 09:42:40,usr-fvh,login,pc94
2487,2018-01-13 09:44:03,usr-rhm,login,pc29
2488,2018-01-13 09:45:17,usr-jat,login,pc90
2489,2018-01-13 09:45:36,usr-snf,login,pc93
2490,2018-01-13 09:49:23,usr-rjr,login,pc96
2491,2018-01-13 09:53:56,usr-idz,login,pc89
2492,2018-01-13 09:54:29,usr-xqz,login,pc33
2493,2018-01-13 09:54:51,usr-mja,login,pc71
2494,2018-01-13 09:55:25,usr-cef,login,pc77
2495,2018-01-13 09:55:54,usr-kbn,login,pc83
2496,2018-01-13 09:58:18,usr-ihi,login,pc44
2497,2018-01-13 10:45:15,usr-bxf,login,pc54
2498,2018-01-13 11:17:24,usr-iea,login,pc63
2499,2018-01-13 12:15:07,usr-cov,login,pc22
2500,2018-01-13 14:06:52,usr-vrp,logoff,pc75
2501,2018-01-13 14:06:57,usr-gtn,logoff,pc52
2502,2018-01-13 14:14:55,usr-kng,logoff,pc73
2503,2018-01-13 14:17:33,usr-zbg,logoff,pc92
2504,2018-01-13 14:18:04,usr-amz,logoff,pc32
2505,2018-01-13 14:18:41,usr-fvh,logoff,pc94
2506,2018-01-13 14:20:38,usr-awo,logoff,pc5
2507,2018-01-13 14:23:52,usr-ffq,logoff,pc27
2508,2018-01-13 14:31:25,usr-rud,logoff,pc13
2509,2018-01-13 14:35:04,usr-jsp,logoff,pc17
2510,2018-01-13 14:51:13,usr-rjr,logoff,pc96
2511,2018-01-13 14:55:27,usr-lhv,logoff,pc11
2512,2018-01-13 14:58:53,usr-cef,logoff,pc77
2513,2018-01-13 15:12:23,usr-cil,logoff,pc87
2514,2018-01-13 15:19:59,usr-kdj,logoff,pc80
2515,2018-01-13 15:32:42,usr-mja,logoff,pc71
2516,2018-01-13 15:33:49,usr-knz,logoff,pc50
2517,2018-01-13 15:36:45,usr-vrt,logoff,pc31
2518,2018-01-13 15:37:18,usr-bsg,logoff,pc64
2519,2018-01-13 15:38:11,usr-kzs,logoff,pc72
2520,2018-01-13 15:39:14,usr-esz,logoff,pc0
2521,2018-01-13 15:45:39,usr-csr,logoff,pc86
2522,2018-01-13 15:47:18,usr-nqv,logoff,pc16
2523,2018-01-13 15:50:51,usr-pkd,logoff,pc97
2524,2018-01-13 16:22:44,usr-xwq,logoff,pc15
2525,2018-01-13 16:25:27,usr-tyw,logoff,pc81
2526,2018-01-13 16:47:21,usr-dpa,logoff,pc3
2527,2018-01-13 16:47:49,usr-zhs,logoff,pc6
2528,2018-01-13 16:49:19,usr-tsz,logoff,pc85
2529,2018-01-13 16:54:14,usr-jeg,logoff,pc60
2530,2018-01-13 16:58:22,usr-slo,logoff,pc30
2531,2018-01-13 17:00:06,usr-jat,logoff,pc90
2532,2018-01-13 17:08:10,usr-ihi,logoff,pc44
2533,2018-01-13 17:09:44,usr-rtz,logoff,pc38
2534,2018-01-13 17:11:38,usr-fvi,logoff,pc47
2535,2018-01-13 17:13:48,usr-svn,logoff,pc68
2536,2018-01-13 17:17:23,usr-ibv,logoff,pc42
2537,2018-01-13 17:17:34,usr-kba,logoff,pc98
2538,2018-01-13 17:22:01,usr-czr,logoff,pc41
2539,2018-01-13 17:24:58,usr-snf,logoff,pc93
2540,2018-01-13 17:27:49,usr-ufr,logoff,pc40
2541,2018-01-13 17:29:25,usr-lpx,logoff,pc24
2542,2018-01-13 17:30:00,usr-kbn,logoff,pc83
2543,2018-01-13 17:33:04,usr-ohq,logoff,pc57
