,datetime,user,action,pc
4784,2018-01-13 12:28:52.684582,usr-dmr,usb_insert,pc74
4785,2018-01-13 12:29:36.442083,usr-pkd,usb_insert,pc97
4786,2018-01-13 12:29:48.070610,usr-ffq,usb_remove,pc27
4787,2018-01-13 12:33:35.263557,usr-huz,usb_remove,pc56
4788,2018-01-13 12:35:28.969093,usr-rud,usb_remove,pc13
4789,2018-01-13 12:36:00.432386,usr-pkd,usb_remove,pc97
4790,2018-01-13 12:36:28.754168,usr-awo,usb_insert,pc5
4791,2018-01-13 12:36:51.321034,usr-jeg,usb_remove,pc60
4792,2018-01-13 12:37:43.673835,usr-tss,usb_insert,pc26
4793,2018-01-13 12:37:48.805182,usr-zbg,usb_insert,pc92
4794,2018-01-13 12:39:06.173027,usr-knz,usb_remove,pc50
4795,2018-01-13 12:41:26.289242,usr-tss,usb_insert,pc26
4796,2018-01-13 12:47:07.912692,usr-zbg,usb_remove,pc92
4797,2018-01-13 12:47:16.955780,usr-jcc,usb_remove,pc61
4798,2018-01-13 12:48:05.635083,usr-tss,usb_remove,pc26
4799,2018-01-13 12:51:07.592036,usr-awo,usb_remove,pc5
4800,2018-01-13 12:52:32.790779,usr-jat,usb_remove,pc90
4801,2018-01-13 12:58:27.137288,usr-ram,usb_remove,pc8
4802,2018-01-13 12:59:18.117760,usr-kdj,usb_remove,pc80
4803,2018-01-13 13:00:02.323882,usr-qpa,usb_remove,pc70
4804,2018-01-13 13:01:20.950568,usr-zbg,usb_insert,pc92
4805,2018-01-13 13:02:46.000246,usr-dmr,usb_remove,pc74
4806,2018-01-13 13:03:06.323650,usr-kdj,usb_remove,pc80
4807,2018-01-13 13:05:16.117350,usr-pkd,usb_remove,pc97
4808,2018-01-13 13:05:51.094392,usr-awo,usb_insert,pc5
4809,2018-01-13 13:06:28.817543,usr-fvh,usb_insert,pc94
4810,2018-01-13 13:07:37.390462,usr-tyw,usb_insert,pc81
4811,2018-01-13 13:09:13.225345,usr-aha,usb_insert,pc53
4812,2018-01-13 13:09:14.654733,usr-zbg,usb_remove,pc92
4813,2018-01-13 13:11:35.099285,usr-fvi,usb_insert,pc47
4814,2018-01-13 13:15:38.462608,usr-aha,usb_insert,pc53
4815,2018-01-13 13:30:11.484410,usr-pda,usb_insert,pc49
4816,2018-01-13 13:30:57.491611,usr-huz,usb_insert,pc56
4817,2018-01-13 13:36:04.653393,usr-tss,usb_remove,pc26
4818,2018-01-13 13:36:53.919462,usr-cil,usb_insert,pc87
4819,2018-01-13 13:36:55.519160,usr-tyw,usb_remove,pc81
4820,2018-01-13 13:38:16.496474,usr-dpa,usb_insert,pc3
4821,2018-01-13 13:38:19.549405,usr-cil,usb_remove,pc87
4822,2018-01-13 13:38:52.628312,usr-csr,usb_insert,pc86
4823,2018-01-13 13:40:48.429091,usr-huz,usb_remove,pc56
4824,2018-01-13 13:44:50.650328,usr-csr,usb_remove,pc86
4825,2018-01-13 13:45:37.182853,usr-ram,usb_insert,pc8
4826,2018-01-13 13:45:42.724935,usr-cef,usb_insert,pc77
4827,2018-01-13 13:48:32.499155,usr-awo,usb_remove,pc5
4828,2018-01-13 13:51:14.358418,usr-ohq,usb_insert,pc57
4829,2018-01-13 13:52:10.047920,usr-fvh,usb_remove,pc94
4830,2018-01-13 13:52:45.048389,usr-zbg,usb_insert,pc92
4831,2018-01-13 13:58:19.008218,usr-zbg,usb_insert,pc92
4832,2018-01-13 14:00:04.506440,usr-rtz,usb_insert,pc38
4833,2018-01-13 14:02:47.181270,usr-nqv,usb_insert,pc16
4834,2018-01-13 14:03:02.435644,usr-aha,usb_remove,pc53
4835,2018-01-13 14:03:07.303232,usr-fvi,usb_remove,pc47
4836,2018-01-13 14:07:26.421584,usr-aha,usb_remove,pc53
4837,2018-01-13 14:07:49.019247,usr-pda,usb_remove,pc49
4838,2018-01-13 14:09:55.277125,usr-nvf,usb_insert,pc20
4839,2018-01-13 14:13:11.467506,usr-tfl,usb_insert,pc45
4840,2018-01-13 14:15:57.403279,usr-ohq,usb_remove,pc57
4841,2018-01-13 14:21:12.401119,usr-jxf,usb_insert,pc62
4842,2018-01-13 14:27:28.626334,usr-tsz,usb_insert,pc85
4843,2018-01-13 14:27:43.249599,usr-svn,usb_insert,pc68
4844,2018-01-13 14:27:43.303502,usr-tss,usb_insert,pc26
4845,2018-01-13 14:33:34.346206,usr-zbg,usb_remove,pc92
4846,2018-01-13 14:33:42.085605,usr-ufr,usb_insert,pc40
4847,2018-01-13 14:33:43.118010,usr-jxf,usb_remove,pc62
4848,2018-01-13 14:33:53.321990,usr-cef,usb_remove,pc77
4849,2018-01-13 14:34:30.577792,usr-csr,usb_insert,pc86
4850,2018-01-13 14:36:14.706571,usr-ram,usb_remove,pc8
4851,2018-01-13 14:37:47.508268,usr-dpa,usb_remove,pc3
4852,2018-01-13 14:40:33.850561,usr-csr,usb_remove,pc86
4853,2018-01-13 14:40:40.006949,usr-nqv,usb_remove,pc16
4854,2018-01-13 14:43:03.860266,usr-nvf,usb_remove,pc20
4855,2018-01-13 14:46:38.898743,usr-fvi,usb_insert,pc47
4856,2018-01-13 14:47:50.581096,usr-svn,usb_insert,pc68
4857,2018-01-13 14:49:06.274817,usr-tsz,usb_remove,pc85
4858,2018-01-13 14:51:09.143594,usr-ufr,usb_remove,pc40
4859,2018-01-13 14:52:00.378961,usr-ram,usb_insert,pc8
4860,2018-01-13 14:52:06.361644,usr-zhs,usb_insert,pc6
4861,2018-01-13 14:52:40.052587,usr-rtz,usb_remove,pc38
4862,2018-01-13 14:53:10.863756,usr-lhv,usb_insert,pc11
4863,2018-01-13 14:54:44.249853,usr-dpa,usb_insert,pc3
4864,2018-01-13 14:55:55.083492,usr-zbg,usb_remove,pc92
4865,2018-01-13 14:57:44.133452,usr-ufr,usb_insert,pc40
4866,2018-01-13 14:58:28.642162,usr-tfl,usb_remove,pc45
4867,2018-01-13 15:01:45.424761,usr-zhs,usb_remove,pc6
4868,2018-01-13 15:06:20.749355,usr-fvi,usb_remove,pc47
4869,2018-01-13 15:07:37.064883,usr-tss,usb_remove,pc26
4870,2018-01-13 15:09:25.122387,usr-rtz,usb_insert,pc38
4871,2018-01-13 15:14:55.252445,usr-ufr,usb_remove,pc40
4872,2018-01-13 15:15:26.522054,usr-svn,usb_remove,pc68
4873,2018-01-13 15:16:13.356107,usr-tfl,usb_insert,pc45
4874,2018-01-13 15:17:03.685351,usr-yrg,usb_insert,pc34
4875,2018-01-13 15:19:18.258497,usr-svn,usb_insert,pc68
4876,2018-01-13 15:20:25.579345,usr-lhv,usb_remove,pc11
4877,2018-01-13 15:21:21.325393,usr-huz,usb_insert,pc56
4878,2018-01-13 15:22:11.719590,usr-knz,usb_insert,pc50
4879,2018-01-13 15:22:53.519820,usr-vrt,usb_insert,pc31
4880,2018-01-13 15:24:11.761525,usr-pkd,usb_insert,pc97
4881,2018-01-13 15:24:50.109223,usr-tfl,usb_remove,pc45
4882,2018-01-13 15:25:45.162452,usr-tsz,usb_insert,pc85
4883,2018-01-13 15:26:46.220272,usr-qpa,usb_insert,pc70
4884,2018-01-13 15:29:44.314317,usr-huz,usb_remove,pc56
4885,2018-01-13 15:30:52.100985,usr-mja,usb_insert,pc71
4886,2018-01-13 15:34:25.015963,usr-vrt,usb_insert,pc31
4887,2018-01-13 15:35:49.367871,usr-yrg,usb_remove,pc34
4888,2018-01-13 15:36:42.814000,usr-zee,usb_insert,pc84
4889,2018-01-13 15:38:56.856715,usr-rtz,usb_insert,pc38
4890,2018-01-13 15:39:30.839461,usr-tfl,usb_insert,pc45
4891,2018-01-13 15:40:33.669101,usr-svn,usb_remove,pc68
4892,2018-01-13 15:40:41.520897,usr-ram,usb_remove,pc8
4893,2018-01-13 15:42:48.753909,usr-zhs,usb_insert,pc6
4894,2018-01-13 15:43:03.297496,usr-zee,usb_remove,pc84
4895,2018-01-13 15:47:37.876079,usr-qpa,usb_remove,pc70
4896,2018-01-13 15:48:07.240362,usr-knz,usb_remove,pc50
4897,2018-01-13 15:48:44.805953,usr-svn,usb_remove,pc68
4898,2018-01-13 15:50:35.030803,usr-pkd,usb_remove,pc97
4899,2018-01-13 15:51:31.725390,usr-vrt,usb_remove,pc31
4900,2018-01-13 15:51:38.290467,usr-dpa,usb_remove,pc3
4901,2018-01-13 15:52:55.914013,usr-pdv,usb_insert,pc69
4902,2018-01-13 15:54:09.744699,usr-tyw,usb_insert,pc81
4903,2018-01-13 15:58:36.109621,usr-pdv,usb_remove,pc69
4904,2018-01-13 15:58:56.646729,usr-vrt,usb_remove,pc31
4905,2018-01-13 16:00:01.279425,usr-svn,usb_insert,pc68
4906,2018-01-13 16:02:34.439483,usr-rtz,usb_remove,pc38
4907,2018-01-13 16:04:12.440941,usr-rtz,usb_remove,pc38
4908,2018-01-13 16:06:26.821488,usr-tsz,usb_remove,pc85
4909,2018-01-13 16:10:40.504612,usr-svn,usb_remove,pc68
4910,2018-01-13 16:10:45.267434,usr-dmr,usb_insert,pc74
4911,2018-01-13 16:11:16.576264,usr-pda,usb_insert,pc49
4912,2018-01-13 16:13:20.988962,usr-tfl,usb_remove,pc45
4913,2018-01-13 16:13:58.870151,usr-mja,usb_remove,pc71
4914,2018-01-13 16:21:16.106221,usr-oja,usb_insert,pc12
4915,2018-01-13 16:26:26.809463,usr-tsz,usb_insert,pc85
4916,2018-01-13 16:31:06.095703,usr-tyw,usb_remove,pc81
4917,2018-01-13 16:33:03.313173,usr-dmr,usb_remove,pc74
4918,2018-01-13 16:35:14.374237,usr-tsz,usb_remove,pc85
4919,2018-01-13 16:36:11.741394,usr-jxt,usb_insert,pc99
4920,2018-01-13 16:39:11.506128,usr-zhs,usb_remove,pc6
4921,2018-01-13 16:41:33.500501,usr-pda,usb_remove,pc49
4922,2018-01-13 16:50:59.723522,usr-slo,usb_insert,pc30
4923,2018-01-13 16:51:53.611585,usr-nvf,usb_insert,pc20
4924,2018-01-13 16:55:18.645472,usr-nvf,usb_remove,pc20
4925,2018-01-13 16:59:34.734351,usr-jxt,usb_remove,pc99
4926,2018-01-13 17:01:14.560336,usr-jxt,usb_insert,pc99
4927,2018-01-13 17:10:36.209995,usr-pda,usb_insert,pc49
4928,2018-01-13 17:17:26.058046,usr-oja,usb_remove,pc12
4929,2018-01-13 17:36:41.840002,usr-jxt,usb_remove,pc99
4930,2018-01-13 17:38:09.309439,usr-slo,usb_remove,pc30
4931,2018-01-13 17:44:49.273991,usr-pda,usb_remove,pc49
4932,2018-01-13 17:56:35.162579,usr-aha,usb_insert,pc53
4933,2018-01-13 18:15:53.543998,usr-jcc,usb_insert,pc61
4934,2018-01-13 18:21:44.899310,usr-aha,usb_remove,pc53
4935,2018-01-13 18:33:19.276457,usr-jxf,usb_insert,pc62
4936,2018-01-13 18:34:59.442887,usr-jcc,usb_insert,pc61
4937,2018-01-13 18:55:57.243762,usr-jxf,usb_remove,pc62
4938,2018-01-13 19:02:42.105291,usr-jcc,usb_remove,pc61
4939,2018-01-13 19:07:57.619735,usr-jxf,usb_insert,pc62
4940,2018-01-13 19:22:26.134689,usr-jxf,usb_remove,pc62
4941,2018-01-13 19:23:10.109197,usr-jcc,usb_remove,pc61
4942,2018-01-13 19:26:19.399763,usr-jcc,usb_insert,pc61
4943,2018-01-13 19:50:29.418060,usr-jcc,usb_remove,pc61
4944,2018-01-13 19:55:52.121082,usr-aha,usb_insert,pc53
4945,2018-01-13 20:12:14.161145,usr-aha,usb_remove,pc53
4946,2018-01-13 20:14:43.138718,usr-jxt,usb_insert,pc99
4947,2018-01-13 20:38:58.022548,usr-jxt,usb_insert,pc99
4948,2018-01-13 21:08:32.666571,usr-jxt,usb_remove,pc99
4949,2018-01-13 21:10:03.684483,usr-tqi,usb_insert,pc79
4950,2018-01-13 21:15:49.783410,usr-tqi,usb_remove,pc79
4951,2018-01-13 21:19:20.276508,usr-jxt,usb_remove,pc99
4952,2018-01-14 05:10:19.171272,usr-jow,usb_insert,pc48
4953,2018-01-14 05:30:50.091298,usr-qpa,usb_insert,pc70
4954,2018-01-14 05:34:37.965051,usr-jow,usb_remove,pc48
4955,2018-01-14 05:35:43.724803,usr-tfl,usb_insert,pc45
4956,2018-01-14 05:38:25.312396,usr-tfl,usb_insert,pc45
4957,2018-01-14 05:41:34.271490,usr-oja,usb_insert,pc12
4958,2018-01-14 05:45:31.473350,usr-qpa,usb_insert,pc70
4959,2018-01-14 05:54:46.235681,usr-oja,usb_remove,pc12
4960,2018-01-14 05:58:57.068320,usr-tfl,usb_remove,pc45
4961,2018-01-14 06:13:01.855109,usr-tfl,usb_remove,pc45
4962,2018-01-14 06:18:30.902584,usr-zhs,usb_insert,pc6
4963,2018-01-14 06:18:48.964112,usr-aha,usb_insert,pc53
4964,2018-01-14 06:19:42.184559,usr-yrg,usb_insert,pc34
4965,2018-01-14 06:28:28.769039,usr-qpa,usb_remove,pc70
4966,2018-01-14 06:31:35.723716,usr-qpa,usb_remove,pc70
4967,2018-01-14 06:43:44.569296,usr-yrg,usb_insert,pc34
4968,2018-01-14 06:44:44.285326,usr-yrg,usb_remove,pc34
4969,2018-01-14 06:44:58.406021,usr-jeg,usb_insert,pc60
4970,2018-01-14 06:49:01.230461,usr-dmr,usb_insert,pc74
4971,2018-01-14 06:52:14.513694,usr-tsz,usb_insert,pc85
4972,2018-01-14 06:55:26.059271,usr-dmr,usb_remove,pc74
4973,2018-01-14 07:04:49.201048,usr-jeg,usb_remove,pc60
4974,2018-01-14 07:09:27.727832,usr-dmr,usb_insert,pc74
4975,2018-01-14 07:10:23.626664,usr-oja,usb_insert,pc12
4976,2018-01-14 07:11:04.726417,usr-zhs,usb_remove,pc6
4977,2018-01-14 07:12:20.004784,usr-aha,usb_remove,pc53
4978,2018-01-14 07:12:37.096599,usr-zhs,usb_insert,pc6
4979,2018-01-14 07:13:27.145485,usr-zhs,usb_remove,pc6
4980,2018-01-14 07:20:27.228815,usr-jxt,usb_insert,pc99
4981,2018-01-14 07:25:57.679381,usr-xwq,usb_insert,pc15
4982,2018-01-14 07:28:15.285472,usr-jcc,usb_insert,pc61
4983,2018-01-14 07:28:49.922087,usr-tss,usb_insert,pc26
4984,2018-01-14 07:29:21.591004,usr-dmr,usb_remove,pc74
4985,2018-01-14 07:32:44.071323,usr-yrg,usb_remove,pc34
4986,2018-01-14 07:38:28.350476,usr-tss,usb_remove,pc26
4987,2018-01-14 07:41:14.042001,usr-tsz,usb_remove,pc85
4988,2018-01-14 07:44:34.367024,usr-oja,usb_remove,pc12
4989,2018-01-14 07:46:19.079559,usr-jxt,usb_remove,pc99
4990,2018-01-14 08:03:21.244560,usr-dmr,usb_insert,pc74
4991,2018-01-14 08:07:12.185105,usr-bsg,usb_insert,pc64
4992,2018-01-14 08:09:07.921802,usr-cef,usb_insert,pc77
4993,2018-01-14 08:11:33.966139,usr-jcc,usb_remove,pc61
4994,2018-01-14 08:11:47.181790,usr-cef,usb_insert,pc77
4995,2018-01-14 08:14:49.978667,usr-dpa,usb_insert,pc3
4996,2018-01-14 08:16:18.345814,usr-bsg,usb_remove,pc64
4997,2018-01-14 08:20:16.171949,usr-xwq,usb_remove,pc15
4998,2018-01-14 08:23:23.344611,usr-dpa,usb_remove,pc3
4999,2018-01-14 08:26:37.634934,usr-dmr,usb_remove,pc74
5000,2018-01-14 08:29:47.578344,usr-jow,usb_insert,pc48
5001,2018-01-14 08:32:53.690520,usr-awo,usb_insert,pc5
5002,2018-01-14 08:33:01.768418,usr-jeg,usb_insert,pc60
5003,2018-01-14 08:39:49.748989,usr-tsz,usb_insert,pc85
5004,2018-01-14 08:46:27.409261,usr-rjr,usb_insert,pc96
5005,2018-01-14 08:49:47.159244,usr-cef,usb_remove,pc77
5006,2018-01-14 08:50:16.383538,usr-tsz,usb_remove,pc85
5007,2018-01-14 08:52:30.429312,usr-rjr,usb_insert,pc96
5008,2018-01-14 08:53:57.901045,usr-cef,usb_remove,pc77
5009,2018-01-14 08:57:26.404293,usr-jcc,usb_insert,pc61
5010,2018-01-14 08:58:00.941869,usr-zbg,usb_insert,pc92
5011,2018-01-14 09:00:17.905402,usr-jxt,usb_insert,pc99
5012,2018-01-14 09:02:01.662386,usr-rjr,usb_remove,pc96
5013,2018-01-14 09:06:37.044499,usr-jxt,usb_insert,pc99
5014,2018-01-14 09:09:53.440484,usr-rjr,usb_remove,pc96
5015,2018-01-14 09:10:44.331044,usr-jxt,usb_remove,pc99
5016,2018-01-14 09:13:12.498863,usr-jow,usb_remove,pc48
5017,2018-01-14 09:20:47.941159,usr-rjr,usb_insert,pc96
5018,2018-01-14 09:24:55.447385,usr-zbg,usb_remove,pc92
5019,2018-01-14 09:25:05.223916,usr-jeg,usb_remove,pc60
5020,2018-01-14 09:26:01.228376,usr-jxt,usb_remove,pc99
5021,2018-01-14 09:28:18.428378,usr-awo,usb_remove,pc5
5022,2018-01-14 09:31:43.849704,usr-aha,usb_insert,pc53
5023,2018-01-14 09:31:54.807351,usr-huz,usb_insert,pc56
5024,2018-01-14 09:36:59.444122,usr-cef,usb_insert,pc77
5025,2018-01-14 09:38:08.180649,usr-jcc,usb_remove,pc61
5026,2018-01-14 09:42:50.245157,usr-ohq,usb_insert,pc57
5027,2018-01-14 09:46:34.471543,usr-knz,usb_insert,pc50
5028,2018-01-14 09:49:00.893698,usr-huz,usb_insert,pc56
5029,2018-01-14 09:50:53.694265,usr-jow,usb_insert,pc48
5030,2018-01-14 09:51:01.375249,usr-dpa,usb_insert,pc3
5031,2018-01-14 09:54:30.574096,usr-jow,usb_insert,pc48
5032,2018-01-14 09:55:58.834716,usr-awo,usb_insert,pc5
5033,2018-01-14 09:58:51.960815,usr-jat,usb_insert,pc90
5034,2018-01-14 09:59:24.128762,usr-awo,usb_remove,pc5
5035,2018-01-14 10:00:54.870241,usr-jat,usb_remove,pc90
5036,2018-01-14 10:01:44.660799,usr-rjr,usb_remove,pc96
5037,2018-01-14 10:02:10.805306,usr-nqv,usb_insert,pc16
5038,2018-01-14 10:02:51.134180,usr-vrt,usb_insert,pc31
5039,2018-01-14 10:04:50.023196,usr-fvh,usb_insert,pc94
5040,2018-01-14 10:06:54.332854,usr-ohq,usb_remove,pc57
5041,2018-01-14 10:10:51.712931,usr-dpa,usb_remove,pc3
5042,2018-01-14 10:12:29.904510,usr-aha,usb_remove,pc53
5043,2018-01-14 10:12:30.637030,usr-cef,usb_remove,pc77
5044,2018-01-14 10:15:07.172973,usr-yrg,usb_insert,pc34
5045,2018-01-14 10:16:46.614849,usr-yrg,usb_insert,pc34
5046,2018-01-14 10:18:12.609151,usr-fvh,usb_remove,pc94
5047,2018-01-14 10:18:51.338689,usr-huz,usb_remove,pc56
5048,2018-01-14 10:20:21.070324,usr-jow,usb_insert,pc48
5049,2018-01-14 10:21:20.240577,usr-nqv,usb_remove,pc16
5050,2018-01-14 10:23:03.406480,usr-yrg,usb_remove,pc34
5051,2018-01-14 10:25:42.335337,usr-tss,usb_insert,pc26
5052,2018-01-14 10:26:05.946340,usr-jow,usb_remove,pc48
5053,2018-01-14 10:28:33.588691,usr-pdv,usb_insert,pc69
5054,2018-01-14 10:29:22.465869,usr-tsz,usb_insert,pc85
5055,2018-01-14 10:30:36.629506,usr-qpa,usb_insert,pc70
5056,2018-01-14 10:32:47.968532,usr-tsz,usb_remove,pc85
5057,2018-01-14 10:32:55.565846,usr-vrt,usb_remove,pc31
5058,2018-01-14 10:34:51.858163,usr-knz,usb_remove,pc50
5059,2018-01-14 10:37:05.718288,usr-kng,usb_insert,pc73
5060,2018-01-14 10:39:33.631023,usr-pdv,usb_remove,pc69
5061,2018-01-14 10:39:53.318438,usr-jow,usb_remove,pc48
5062,2018-01-14 10:41:23.998388,usr-huz,usb_remove,pc56
5063,2018-01-14 10:45:34.774428,usr-tss,usb_remove,pc26
5064,2018-01-14 10:45:45.721389,usr-jxf,usb_insert,pc62
5065,2018-01-14 10:46:14.939985,usr-jxt,usb_insert,pc99
5066,2018-01-14 10:49:54.902834,usr-jow,usb_remove,pc48
5067,2018-01-14 10:49:57.458135,usr-pda,usb_insert,pc49
5068,2018-01-14 10:57:12.285356,usr-jow,usb_insert,pc48
5069,2018-01-14 10:57:33.657730,usr-rud,usb_insert,pc13
5070,2018-01-14 10:58:08.278014,usr-cil,usb_insert,pc87
5071,2018-01-14 10:58:40.758639,usr-yrg,usb_remove,pc34
5072,2018-01-14 11:00:06.120663,usr-lhv,usb_insert,pc11
5073,2018-01-14 11:00:53.268208,usr-jxt,usb_insert,pc99
5074,2018-01-14 11:03:45.395983,usr-cil,usb_insert,pc87
5075,2018-01-14 11:03:46.693198,usr-kdj,usb_insert,pc80
5076,2018-01-14 11:04:41.234667,usr-qpa,usb_remove,pc70
5077,2018-01-14 11:05:08.258078,usr-jow,usb_remove,pc48
5078,2018-01-14 11:09:25.760035,usr-jxt,usb_remove,pc99
5079,2018-01-14 11:12:23.354299,usr-cil,usb_remove,pc87
5080,2018-01-14 11:15:31.293066,usr-lhv,usb_remove,pc11
5081,2018-01-14 11:21:56.055041,usr-lhv,usb_insert,pc11
5082,2018-01-14 11:24:48.008734,usr-kng,usb_remove,pc73
5083,2018-01-14 11:25:27.942898,usr-jxf,usb_remove,pc62
5084,2018-01-14 11:32:59.491614,usr-slo,usb_insert,pc30
5085,2018-01-14 11:34:11.035862,usr-cil,usb_remove,pc87
5086,2018-01-14 11:34:39.660566,usr-ffq,usb_insert,pc27
5087,2018-01-14 11:38:03.741441,usr-dmr,usb_insert,pc74
5088,2018-01-14 11:38:28.755422,usr-jxt,usb_remove,pc99
5089,2018-01-14 11:38:53.222005,usr-pda,usb_remove,pc49
5090,2018-01-14 11:38:58.223587,usr-slo,usb_insert,pc30
5091,2018-01-14 11:47:55.959606,usr-dmr,usb_remove,pc74
5092,2018-01-14 11:49:18.775766,usr-nqv,usb_insert,pc16
5093,2018-01-14 11:49:37.222698,usr-mja,usb_insert,pc71
5094,2018-01-14 11:49:53.437224,usr-kdj,usb_remove,pc80
5095,2018-01-14 11:50:38.480748,usr-zbg,usb_insert,pc92
5096,2018-01-14 11:51:29.223847,usr-nqv,usb_insert,pc16
5097,2018-01-14 11:52:02.572789,usr-rud,usb_remove,pc13
5098,2018-01-14 11:52:35.950186,usr-pda,usb_insert,pc49
5099,2018-01-14 11:53:39.986260,usr-nqv,usb_remove,pc16
5100,2018-01-14 11:54:23.543836,usr-csr,usb_insert,pc86
5101,2018-01-14 11:54:57.394904,usr-rjr,usb_insert,pc96
5102,2018-01-14 11:55:33.862825,usr-slo,usb_remove,pc30
5103,2018-01-14 12:00:26.853219,usr-slo,usb_remove,pc30
5104,2018-01-14 12:01:55.023551,usr-nvf,usb_insert,pc20
5105,2018-01-14 12:04:12.451538,usr-ffq,usb_remove,pc27
5106,2018-01-14 12:04:47.909123,usr-rjr,usb_remove,pc96
5107,2018-01-14 12:06:48.725904,usr-zbg,usb_remove,pc92
5108,2018-01-14 12:08:14.017948,usr-fvi,usb_insert,pc47
5109,2018-01-14 12:08:30.533515,usr-xwq,usb_insert,pc15
5110,2018-01-14 12:09:12.526089,usr-csr,usb_insert,pc86
5111,2018-01-14 12:09:20.705106,usr-csr,usb_remove,pc86
5112,2018-01-14 12:10:50.662696,usr-nqv,usb_remove,pc16
5113,2018-01-14 12:12:04.426761,usr-xwq,usb_remove,pc15
5114,2018-01-14 12:16:23.809540,usr-nvf,usb_remove,pc20
5115,2018-01-14 12:19:05.520920,usr-lhv,usb_remove,pc11
5116,2018-01-14 12:21:10.647943,usr-tss,usb_insert,pc26
5117,2018-01-14 12:21:36.702203,usr-fvi,usb_insert,pc47
5118,2018-01-14 12:30:14.763940,usr-nvf,usb_insert,pc20
5119,2018-01-14 12:31:43.432720,usr-fvi,usb_remove,pc47
5120,2018-01-14 12:33:13.762302,usr-mja,usb_remove,pc71
5121,2018-01-14 12:37:17.234834,usr-mja,usb_insert,pc71
5122,2018-01-14 12:38:20.910539,usr-pdv,usb_insert,pc69
5123,2018-01-14 12:38:40.069391,usr-mja,usb_remove,pc71
5124,2018-01-14 12:41:32.252371,usr-csr,usb_remove,pc86
5125,2018-01-14 12:42:04.756953,usr-pda,usb_remove,pc49
5126,2018-01-14 12:42:05.720980,usr-kdj,usb_insert,pc80
5127,2018-01-14 12:47:22.166401,usr-pkd,usb_insert,pc97
5128,2018-01-14 12:47:49.056958,usr-kng,usb_insert,pc73
5129,2018-01-14 12:48:52.284189,usr-tss,usb_remove,pc26
5130,2018-01-14 12:51:29.663406,usr-kdj,usb_remove,pc80
5131,2018-01-14 12:51:53.148668,usr-fvi,usb_remove,pc47
5132,2018-01-14 12:54:10.509207,usr-mja,usb_insert,pc71
5133,2018-01-14 12:54:32.260381,usr-pkd,usb_remove,pc97
5134,2018-01-14 12:54:44.378771,usr-kng,usb_remove,pc73
5135,2018-01-14 12:58:30.551591,usr-tfl,usb_insert,pc45
5136,2018-01-14 13:03:10.217070,usr-aha,usb_insert,pc53
5137,2018-01-14 13:03:10.777880,usr-tfl,usb_remove,pc45
5138,2018-01-14 13:08:57.891108,usr-slo,usb_insert,pc30
5139,2018-01-14 13:09:50.089259,usr-nvf,usb_remove,pc20
5140,2018-01-14 13:10:08.718187,usr-fvh,usb_insert,pc94
5141,2018-01-14 13:10:43.960287,usr-fvi,usb_insert,pc47
5142,2018-01-14 13:23:19.804031,usr-ffq,usb_insert,pc27
5143,2018-01-14 13:28:48.081377,usr-mja,usb_remove,pc71
5144,2018-01-14 13:29:59.238824,usr-tfl,usb_insert,pc45
5145,2018-01-14 13:35:15.859986,usr-pdv,usb_remove,pc69
5146,2018-01-14 13:36:06.431772,usr-dpa,usb_insert,pc3
5147,2018-01-14 13:36:28.603437,usr-knz,usb_insert,pc50
5148,2018-01-14 13:38:38.041838,usr-dpa,usb_remove,pc3
5149,2018-01-14 13:39:01.656115,usr-ffq,usb_remove,pc27
5150,2018-01-14 13:40:02.266550,usr-zbg,usb_insert,pc92
5151,2018-01-14 13:40:18.879088,usr-ufr,usb_insert,pc40
5152,2018-01-14 13:41:17.304876,usr-cil,usb_insert,pc87
5153,2018-01-14 13:42:16.920608,usr-knz,usb_remove,pc50
5154,2018-01-14 13:42:30.348740,usr-tfl,usb_remove,pc45
5155,2018-01-14 13:42:40.224151,usr-aha,usb_insert,pc53
5156,2018-01-14 13:43:48.812428,usr-fvh,usb_remove,pc94
5157,2018-01-14 13:47:26.598377,usr-rud,usb_insert,pc13
5158,2018-01-14 13:48:19.981814,usr-cef,usb_insert,pc77
5159,2018-01-14 13:49:43.856767,usr-nqv,usb_insert,pc16
5160,2018-01-14 13:50:12.614244,usr-ohq,usb_insert,pc57
5161,2018-01-14 13:52:26.946222,usr-aha,usb_remove,pc53
5162,2018-01-14 13:52:58.442448,usr-cil,usb_remove,pc87
5163,2018-01-14 13:53:19.848412,usr-kng,usb_insert,pc73
5164,2018-01-14 14:00:30.676427,usr-nqv,usb_remove,pc16
5165,2018-01-14 14:02:20.099634,usr-aha,usb_remove,pc53
5166,2018-01-14 14:02:27.383951,usr-jat,usb_insert,pc90
5167,2018-01-14 14:03:00.674327,usr-ohq,usb_remove,pc57
5168,2018-01-14 14:03:53.069666,usr-slo,usb_remove,pc30
5169,2018-01-14 14:07:54.257469,usr-fvi,usb_remove,pc47
5170,2018-01-14 14:10:01.837045,usr-tsz,usb_insert,pc85
5171,2018-01-14 14:10:02.187925,usr-pdv,usb_insert,pc69
5172,2018-01-14 14:12:43.610450,usr-tyw,usb_insert,pc81
5173,2018-01-14 14:19:08.713492,usr-cef,usb_remove,pc77
5174,2018-01-14 14:20:58.370399,usr-jxf,usb_insert,pc62
5175,2018-01-14 14:21:39.181156,usr-pdv,usb_insert,pc69
